Municipios;Sexo;Periodo;Total
29046 Cortes de la Frontera;Mujeres;2008;1.858
29046 Cortes de la Frontera;Mujeres;2007;1.850
29046 Cortes de la Frontera;Mujeres;2006;1.852
29046 Cortes de la Frontera;Mujeres;2005;1.814
29046 Cortes de la Frontera;Mujeres;2004;1.747
29046 Cortes de la Frontera;Mujeres;2003;1.741
29046 Cortes de la Frontera;Mujeres;2002;1.710
29046 Cortes de la Frontera;Mujeres;2001;1.711
29046 Cortes de la Frontera;Mujeres;2000;1.753
29046 Cortes de la Frontera;Mujeres;1999;1.790
29046 Cortes de la Frontera;Mujeres;1998;1.823
29046 Cortes de la Frontera;Mujeres;1997;""
29046 Cortes de la Frontera;Mujeres;1996;1.825
29047 Cuevas Bajas;Total;2022;1.353
29047 Cuevas Bajas;Total;2021;1.355
29047 Cuevas Bajas;Total;2020;1.370
29047 Cuevas Bajas;Total;2019;1.395
29047 Cuevas Bajas;Total;2018;1.392
29047 Cuevas Bajas;Total;2017;1.416
29047 Cuevas Bajas;Total;2016;1.430
29047 Cuevas Bajas;Total;2015;1.431
29047 Cuevas Bajas;Total;2014;1.431
29047 Cuevas Bajas;Total;2013;1.451
29047 Cuevas Bajas;Total;2012;1.494
29047 Cuevas Bajas;Total;2011;1.482
29047 Cuevas Bajas;Total;2010;1.459
29047 Cuevas Bajas;Total;2009;1.454
29047 Cuevas Bajas;Total;2008;1.463
29047 Cuevas Bajas;Total;2007;1.441
29047 Cuevas Bajas;Total;2006;1.430
29047 Cuevas Bajas;Total;2005;1.462
29047 Cuevas Bajas;Total;2004;1.460
29047 Cuevas Bajas;Total;2003;1.435
29047 Cuevas Bajas;Total;2002;1.446
29047 Cuevas Bajas;Total;2001;1.461
29047 Cuevas Bajas;Total;2000;1.473
29047 Cuevas Bajas;Total;1999;1.438
29047 Cuevas Bajas;Total;1998;1.501
29047 Cuevas Bajas;Total;1997;""
29047 Cuevas Bajas;Total;1996;1.516
29047 Cuevas Bajas;Hombres;2022;656
29047 Cuevas Bajas;Hombres;2021;661
29047 Cuevas Bajas;Hombres;2020;680
29047 Cuevas Bajas;Hombres;2019;696
29047 Cuevas Bajas;Hombres;2018;694
29047 Cuevas Bajas;Hombres;2017;711
29047 Cuevas Bajas;Hombres;2016;711
29047 Cuevas Bajas;Hombres;2015;699
29047 Cuevas Bajas;Hombres;2014;702
29047 Cuevas Bajas;Hombres;2013;717
29047 Cuevas Bajas;Hombres;2012;757
29047 Cuevas Bajas;Hombres;2011;756
29047 Cuevas Bajas;Hombres;2010;737
29047 Cuevas Bajas;Hombres;2009;725
29047 Cuevas Bajas;Hombres;2008;746
29047 Cuevas Bajas;Hombres;2007;726
29047 Cuevas Bajas;Hombres;2006;718
29047 Cuevas Bajas;Hombres;2005;740
29047 Cuevas Bajas;Hombres;2004;727
29047 Cuevas Bajas;Hombres;2003;704
29047 Cuevas Bajas;Hombres;2002;702
29047 Cuevas Bajas;Hombres;2001;710
29047 Cuevas Bajas;Hombres;2000;710
29047 Cuevas Bajas;Hombres;1999;695
29047 Cuevas Bajas;Hombres;1998;723
29047 Cuevas Bajas;Hombres;1997;""
29047 Cuevas Bajas;Hombres;1996;716
29047 Cuevas Bajas;Mujeres;2022;697
29047 Cuevas Bajas;Mujeres;2021;694
29047 Cuevas Bajas;Mujeres;2020;690
29047 Cuevas Bajas;Mujeres;2019;699
29047 Cuevas Bajas;Mujeres;2018;698
29047 Cuevas Bajas;Mujeres;2017;705
29047 Cuevas Bajas;Mujeres;2016;719
29047 Cuevas Bajas;Mujeres;2015;732
29047 Cuevas Bajas;Mujeres;2014;729
29047 Cuevas Bajas;Mujeres;2013;734
29047 Cuevas Bajas;Mujeres;2012;737
29047 Cuevas Bajas;Mujeres;2011;726
29047 Cuevas Bajas;Mujeres;2010;722
29047 Cuevas Bajas;Mujeres;2009;729
29047 Cuevas Bajas;Mujeres;2008;717
29047 Cuevas Bajas;Mujeres;2007;715
29047 Cuevas Bajas;Mujeres;2006;712
29047 Cuevas Bajas;Mujeres;2005;722
29047 Cuevas Bajas;Mujeres;2004;733
29047 Cuevas Bajas;Mujeres;2003;731
29047 Cuevas Bajas;Mujeres;2002;744
29047 Cuevas Bajas;Mujeres;2001;751
29047 Cuevas Bajas;Mujeres;2000;763
29047 Cuevas Bajas;Mujeres;1999;743
29047 Cuevas Bajas;Mujeres;1998;778
29047 Cuevas Bajas;Mujeres;1997;""
29047 Cuevas Bajas;Mujeres;1996;800
29049 Cuevas de San Marcos;Total;2022;3.632
29049 Cuevas de San Marcos;Total;2021;3.614
29049 Cuevas de San Marcos;Total;2020;3.601
29049 Cuevas de San Marcos;Total;2019;3.648
29049 Cuevas de San Marcos;Total;2018;3.671
29049 Cuevas de San Marcos;Total;2017;3.722
29049 Cuevas de San Marcos;Total;2016;3.776
29049 Cuevas de San Marcos;Total;2015;3.884
29049 Cuevas de San Marcos;Total;2014;3.951
29049 Cuevas de San Marcos;Total;2013;4.029
29049 Cuevas de San Marcos;Total;2012;4.043
29049 Cuevas de San Marcos;Total;2011;4.097
29049 Cuevas de San Marcos;Total;2010;4.107
29049 Cuevas de San Marcos;Total;2009;4.131
29049 Cuevas de San Marcos;Total;2008;4.142
29049 Cuevas de San Marcos;Total;2007;4.048
29049 Cuevas de San Marcos;Total;2006;4.007
29049 Cuevas de San Marcos;Total;2005;3.973
29049 Cuevas de San Marcos;Total;2004;3.973
29049 Cuevas de San Marcos;Total;2003;3.994
29049 Cuevas de San Marcos;Total;2002;3.986
29049 Cuevas de San Marcos;Total;2001;3.980
29049 Cuevas de San Marcos;Total;2000;4.008
29049 Cuevas de San Marcos;Total;1999;4.017
29049 Cuevas de San Marcos;Total;1998;4.073
29049 Cuevas de San Marcos;Total;1997;""
29049 Cuevas de San Marcos;Total;1996;4.079
29049 Cuevas de San Marcos;Hombres;2022;1.824
29049 Cuevas de San Marcos;Hombres;2021;1.811
29049 Cuevas de San Marcos;Hombres;2020;1.810
29049 Cuevas de San Marcos;Hombres;2019;1.838
29049 Cuevas de San Marcos;Hombres;2018;1.849
29049 Cuevas de San Marcos;Hombres;2017;1.877
29049 Cuevas de San Marcos;Hombres;2016;1.902
29049 Cuevas de San Marcos;Hombres;2015;1.951
29049 Cuevas de San Marcos;Hombres;2014;1.983
29049 Cuevas de San Marcos;Hombres;2013;2.018
29049 Cuevas de San Marcos;Hombres;2012;2.042
29049 Cuevas de San Marcos;Hombres;2011;2.066
29049 Cuevas de San Marcos;Hombres;2010;2.071
29049 Cuevas de San Marcos;Hombres;2009;2.076
29049 Cuevas de San Marcos;Hombres;2008;2.088
29049 Cuevas de San Marcos;Hombres;2007;2.010
29049 Cuevas de San Marcos;Hombres;2006;1.987
29049 Cuevas de San Marcos;Hombres;2005;1.963
29049 Cuevas de San Marcos;Hombres;2004;1.967
29049 Cuevas de San Marcos;Hombres;2003;1.976
29049 Cuevas de San Marcos;Hombres;2002;1.957
29049 Cuevas de San Marcos;Hombres;2001;1.950
29049 Cuevas de San Marcos;Hombres;2000;1.975
29049 Cuevas de San Marcos;Hombres;1999;1.972
29049 Cuevas de San Marcos;Hombres;1998;2.009
29049 Cuevas de San Marcos;Hombres;1997;""
29049 Cuevas de San Marcos;Hombres;1996;2.039
29049 Cuevas de San Marcos;Mujeres;2022;1.808
29049 Cuevas de San Marcos;Mujeres;2021;1.803
29049 Cuevas de San Marcos;Mujeres;2020;1.791
29049 Cuevas de San Marcos;Mujeres;2019;1.810
29049 Cuevas de San Marcos;Mujeres;2018;1.822
29049 Cuevas de San Marcos;Mujeres;2017;1.845
29049 Cuevas de San Marcos;Mujeres;2016;1.874
29049 Cuevas de San Marcos;Mujeres;2015;1.933
29049 Cuevas de San Marcos;Mujeres;2014;1.968
29049 Cuevas de San Marcos;Mujeres;2013;2.011
29049 Cuevas de San Marcos;Mujeres;2012;2.001
29049 Cuevas de San Marcos;Mujeres;2011;2.031
29049 Cuevas de San Marcos;Mujeres;2010;2.036
29049 Cuevas de San Marcos;Mujeres;2009;2.055
29049 Cuevas de San Marcos;Mujeres;2008;2.054
29049 Cuevas de San Marcos;Mujeres;2007;2.038
29049 Cuevas de San Marcos;Mujeres;2006;2.020
29049 Cuevas de San Marcos;Mujeres;2005;2.010
29049 Cuevas de San Marcos;Mujeres;2004;2.006
29049 Cuevas de San Marcos;Mujeres;2003;2.018
29049 Cuevas de San Marcos;Mujeres;2002;2.029
29049 Cuevas de San Marcos;Mujeres;2001;2.030
29049 Cuevas de San Marcos;Mujeres;2000;2.033
29049 Cuevas de San Marcos;Mujeres;1999;2.045
29049 Cuevas de San Marcos;Mujeres;1998;2.064
29049 Cuevas de San Marcos;Mujeres;1997;""
29049 Cuevas de San Marcos;Mujeres;1996;2.040
29048 Cuevas del Becerro;Total;2022;1.609
29048 Cuevas del Becerro;Total;2021;1.601
29048 Cuevas del Becerro;Total;2020;1.597
29048 Cuevas del Becerro;Total;2019;1.589
29048 Cuevas del Becerro;Total;2018;1.595
29048 Cuevas del Becerro;Total;2017;1.608
29048 Cuevas del Becerro;Total;2016;1.618
29048 Cuevas del Becerro;Total;2015;1.643
29048 Cuevas del Becerro;Total;2014;1.670
29048 Cuevas del Becerro;Total;2013;1.704
29048 Cuevas del Becerro;Total;2012;1.747
29048 Cuevas del Becerro;Total;2011;1.790
29048 Cuevas del Becerro;Total;2010;1.771
29048 Cuevas del Becerro;Total;2009;1.801
29048 Cuevas del Becerro;Total;2008;1.820
29048 Cuevas del Becerro;Total;2007;1.847
29048 Cuevas del Becerro;Total;2006;1.847
29048 Cuevas del Becerro;Total;2005;1.853
29048 Cuevas del Becerro;Total;2004;1.871
29048 Cuevas del Becerro;Total;2003;1.886
29048 Cuevas del Becerro;Total;2002;1.966
29048 Cuevas del Becerro;Total;2001;1.949
29048 Cuevas del Becerro;Total;2000;1.960
29048 Cuevas del Becerro;Total;1999;1.933
29048 Cuevas del Becerro;Total;1998;1.999
29048 Cuevas del Becerro;Total;1997;""
29048 Cuevas del Becerro;Total;1996;2.038
29048 Cuevas del Becerro;Hombres;2022;788
29048 Cuevas del Becerro;Hombres;2021;783
29048 Cuevas del Becerro;Hombres;2020;785
29048 Cuevas del Becerro;Hombres;2019;785
29048 Cuevas del Becerro;Hombres;2018;791
29048 Cuevas del Becerro;Hombres;2017;792
29048 Cuevas del Becerro;Hombres;2016;798
29048 Cuevas del Becerro;Hombres;2015;816
29048 Cuevas del Becerro;Hombres;2014;825
29048 Cuevas del Becerro;Hombres;2013;844
29048 Cuevas del Becerro;Hombres;2012;869
29048 Cuevas del Becerro;Hombres;2011;892
29048 Cuevas del Becerro;Hombres;2010;874
29048 Cuevas del Becerro;Hombres;2009;886
29048 Cuevas del Becerro;Hombres;2008;916
29048 Cuevas del Becerro;Hombres;2007;925
29048 Cuevas del Becerro;Hombres;2006;917
29048 Cuevas del Becerro;Hombres;2005;922
29048 Cuevas del Becerro;Hombres;2004;935
29048 Cuevas del Becerro;Hombres;2003;945
29048 Cuevas del Becerro;Hombres;2002;988
29048 Cuevas del Becerro;Hombres;2001;980
29048 Cuevas del Becerro;Hombres;2000;984
29048 Cuevas del Becerro;Hombres;1999;977
29048 Cuevas del Becerro;Hombres;1998;1.023
29048 Cuevas del Becerro;Hombres;1997;""
29048 Cuevas del Becerro;Hombres;1996;1.049
29048 Cuevas del Becerro;Mujeres;2022;821
29048 Cuevas del Becerro;Mujeres;2021;818
29048 Cuevas del Becerro;Mujeres;2020;812
29048 Cuevas del Becerro;Mujeres;2019;804
29048 Cuevas del Becerro;Mujeres;2018;804
29048 Cuevas del Becerro;Mujeres;2017;816
29048 Cuevas del Becerro;Mujeres;2016;820
29048 Cuevas del Becerro;Mujeres;2015;827
29048 Cuevas del Becerro;Mujeres;2014;845
29048 Cuevas del Becerro;Mujeres;2013;860
29048 Cuevas del Becerro;Mujeres;2012;878
29048 Cuevas del Becerro;Mujeres;2011;898
29048 Cuevas del Becerro;Mujeres;2010;897
29048 Cuevas del Becerro;Mujeres;2009;915
29048 Cuevas del Becerro;Mujeres;2008;904
29048 Cuevas del Becerro;Mujeres;2007;922
29048 Cuevas del Becerro;Mujeres;2006;930
29048 Cuevas del Becerro;Mujeres;2005;931
29048 Cuevas del Becerro;Mujeres;2004;936
29048 Cuevas del Becerro;Mujeres;2003;941
29048 Cuevas del Becerro;Mujeres;2002;978
29048 Cuevas del Becerro;Mujeres;2001;969
29048 Cuevas del Becerro;Mujeres;2000;976
29048 Cuevas del Becerro;Mujeres;1999;956
29048 Cuevas del Becerro;Mujeres;1998;976
29048 Cuevas del Becerro;Mujeres;1997;""
29048 Cuevas del Becerro;Mujeres;1996;989
29050 Cútar;Total;2022;590
29050 Cútar;Total;2021;602
29050 Cútar;Total;2020;616
29050 Cútar;Total;2019;607
29050 Cútar;Total;2018;614
29050 Cútar;Total;2017;597
29050 Cútar;Total;2016;598
29050 Cútar;Total;2015;605
29050 Cútar;Total;2014;635
29050 Cútar;Total;2013;661
29050 Cútar;Total;2012;668
29050 Cútar;Total;2011;674
29050 Cútar;Total;2010;671
29050 Cútar;Total;2009;682
29050 Cútar;Total;2008;655
29050 Cútar;Total;2007;649
29050 Cútar;Total;2006;642
29050 Cútar;Total;2005;639
29050 Cútar;Total;2004;637
29050 Cútar;Total;2003;637
29050 Cútar;Total;2002;621
29050 Cútar;Total;2001;610
29050 Cútar;Total;2000;603
29050 Cútar;Total;1999;609
29050 Cútar;Total;1998;611
29050 Cútar;Total;1997;""
29050 Cútar;Total;1996;615
29050 Cútar;Hombres;2022;309
29050 Cútar;Hombres;2021;313
29050 Cútar;Hombres;2020;321
29050 Cútar;Hombres;2019;309
29050 Cútar;Hombres;2018;317
29050 Cútar;Hombres;2017;306
29050 Cútar;Hombres;2016;302
29050 Cútar;Hombres;2015;308
29050 Cútar;Hombres;2014;321
29050 Cútar;Hombres;2013;336
29050 Cútar;Hombres;2012;338
29050 Cútar;Hombres;2011;342
29050 Cútar;Hombres;2010;341
29050 Cútar;Hombres;2009;343
29050 Cútar;Hombres;2008;332
29050 Cútar;Hombres;2007;328
29050 Cútar;Hombres;2006;318
29050 Cútar;Hombres;2005;312
29050 Cútar;Hombres;2004;314
29050 Cútar;Hombres;2003;325
29050 Cútar;Hombres;2002;321
29050 Cútar;Hombres;2001;307
29050 Cútar;Hombres;2000;304
29050 Cútar;Hombres;1999;308
29050 Cútar;Hombres;1998;307
29050 Cútar;Hombres;1997;""
29050 Cútar;Hombres;1996;306
29050 Cútar;Mujeres;2022;281
29050 Cútar;Mujeres;2021;289
29050 Cútar;Mujeres;2020;295
29050 Cútar;Mujeres;2019;298
29050 Cútar;Mujeres;2018;297
29050 Cútar;Mujeres;2017;291
29050 Cútar;Mujeres;2016;296
29050 Cútar;Mujeres;2015;297
29050 Cútar;Mujeres;2014;314
29050 Cútar;Mujeres;2013;325
29050 Cútar;Mujeres;2012;330
29050 Cútar;Mujeres;2011;332
29050 Cútar;Mujeres;2010;330
29050 Cútar;Mujeres;2009;339
29050 Cútar;Mujeres;2008;323
29050 Cútar;Mujeres;2007;321
29050 Cútar;Mujeres;2006;324
29050 Cútar;Mujeres;2005;327
29050 Cútar;Mujeres;2004;323
29050 Cútar;Mujeres;2003;312
29050 Cútar;Mujeres;2002;300
29050 Cútar;Mujeres;2001;303
29050 Cútar;Mujeres;2000;299
29050 Cútar;Mujeres;1999;301
29050 Cútar;Mujeres;1998;304
29050 Cútar;Mujeres;1997;""
29050 Cútar;Mujeres;1996;309
29051 Estepona;Total;2022;74.493
29051 Estepona;Total;2021;71.925
29051 Estepona;Total;2020;70.228
29051 Estepona;Total;2019;68.286
29051 Estepona;Total;2018;67.012
29051 Estepona;Total;2017;66.863
29051 Estepona;Total;2016;66.683
29051 Estepona;Total;2015;67.080
29051 Estepona;Total;2014;66.566
29051 Estepona;Total;2013;67.986
29051 Estepona;Total;2012;67.101
29051 Estepona;Total;2011;65.667
29051 Estepona;Total;2010;66.150
29051 Estepona;Total;2009;65.592
29051 Estepona;Total;2008;62.848
29051 Estepona;Total;2007;60.328
29051 Estepona;Total;2006;58.603
29051 Estepona;Total;2005;54.709
29051 Estepona;Total;2004;50.488
29051 Estepona;Total;2003;47.697
29051 Estepona;Total;2002;46.342
29051 Estepona;Total;2001;43.527
29051 Estepona;Total;2000;42.157
29051 Estepona;Total;1999;40.552
29051 Estepona;Total;1998;39.178
29051 Estepona;Total;1997;""
29051 Estepona;Total;1996;37.557
29051 Estepona;Hombres;2022;36.530
29051 Estepona;Hombres;2021;35.203
29051 Estepona;Hombres;2020;34.392
29051 Estepona;Hombres;2019;33.508
29051 Estepona;Hombres;2018;32.918
29051 Estepona;Hombres;2017;32.956
29051 Estepona;Hombres;2016;32.955
29051 Estepona;Hombres;2015;33.234
29051 Estepona;Hombres;2014;33.092
29051 Estepona;Hombres;2013;33.849
29051 Estepona;Hombres;2012;33.465
29051 Estepona;Hombres;2011;32.716
29051 Estepona;Hombres;2010;33.137
29051 Estepona;Hombres;2009;32.976
29051 Estepona;Hombres;2008;31.656
29051 Estepona;Hombres;2007;30.482
29051 Estepona;Hombres;2006;29.628
29051 Estepona;Hombres;2005;27.464
29051 Estepona;Hombres;2004;25.132
29051 Estepona;Hombres;2003;23.674
29051 Estepona;Hombres;2002;22.976
29051 Estepona;Hombres;2001;21.535
29051 Estepona;Hombres;2000;20.898
29051 Estepona;Hombres;1999;20.123
29051 Estepona;Hombres;1998;19.432
29051 Estepona;Hombres;1997;""
29051 Estepona;Hombres;1996;18.654
29051 Estepona;Mujeres;2022;37.963
29051 Estepona;Mujeres;2021;36.722
29051 Estepona;Mujeres;2020;35.836
29051 Estepona;Mujeres;2019;34.778
29051 Estepona;Mujeres;2018;34.094
29051 Estepona;Mujeres;2017;33.907
29051 Estepona;Mujeres;2016;33.728
29051 Estepona;Mujeres;2015;33.846
29051 Estepona;Mujeres;2014;33.474
29051 Estepona;Mujeres;2013;34.137
29051 Estepona;Mujeres;2012;33.636
29051 Estepona;Mujeres;2011;32.951
29051 Estepona;Mujeres;2010;33.013
29051 Estepona;Mujeres;2009;32.616
29051 Estepona;Mujeres;2008;31.192
29051 Estepona;Mujeres;2007;29.846
29051 Estepona;Mujeres;2006;28.975
29051 Estepona;Mujeres;2005;27.245
29051 Estepona;Mujeres;2004;25.356
29051 Estepona;Mujeres;2003;24.023
29051 Estepona;Mujeres;2002;23.366
29051 Estepona;Mujeres;2001;21.992
29051 Estepona;Mujeres;2000;21.259
29051 Estepona;Mujeres;1999;20.429
29051 Estepona;Mujeres;1998;19.746
29051 Estepona;Mujeres;1997;""
29051 Estepona;Mujeres;1996;18.903
29052 Faraján;Total;2022;270
29052 Faraján;Total;2021;250
29052 Faraján;Total;2020;261
29052 Faraján;Total;2019;253
29052 Faraján;Total;2018;248
29052 Faraján;Total;2017;248
29052 Faraján;Total;2016;265
29052 Faraján;Total;2015;265
29052 Faraján;Total;2014;253
29052 Faraján;Total;2013;246
29052 Faraján;Total;2012;287
29052 Faraján;Total;2011;292
29052 Faraján;Total;2010;252
29052 Faraján;Total;2009;275
29052 Faraján;Total;2008;296
29052 Faraján;Total;2007;308
29052 Faraján;Total;2006;289
29052 Faraján;Total;2005;252
29052 Faraján;Total;2004;253
29052 Faraján;Total;2003;267
29052 Faraján;Total;2002;292
29052 Faraján;Total;2001;301
29052 Faraján;Total;2000;288
29052 Faraján;Total;1999;273
29052 Faraján;Total;1998;302
29052 Faraján;Total;1997;""
29052 Faraján;Total;1996;310
29052 Faraján;Hombres;2022;132
29052 Faraján;Hombres;2021;124
29052 Faraján;Hombres;2020;128
29052 Faraján;Hombres;2019;124
29052 Faraján;Hombres;2018;127
29052 Faraján;Hombres;2017;123
29052 Faraján;Hombres;2016;131
29052 Faraján;Hombres;2015;130
29052 Faraján;Hombres;2014;123
29052 Faraján;Hombres;2013;120
29052 Faraján;Hombres;2012;136
29052 Faraján;Hombres;2011;134
29052 Faraján;Hombres;2010;117
29052 Faraján;Hombres;2009;124
29052 Faraján;Hombres;2008;137
29052 Faraján;Hombres;2007;145
29052 Faraján;Hombres;2006;137
29052 Faraján;Hombres;2005;115
29052 Faraján;Hombres;2004;117
29052 Faraján;Hombres;2003;126
29052 Faraján;Hombres;2002;136
29052 Faraján;Hombres;2001;141
29052 Faraján;Hombres;2000;131
29052 Faraján;Hombres;1999;140
29052 Faraján;Hombres;1998;155
29052 Faraján;Hombres;1997;""
29052 Faraján;Hombres;1996;159
29052 Faraján;Mujeres;2022;138
29052 Faraján;Mujeres;2021;126
29052 Faraján;Mujeres;2020;133
29052 Faraján;Mujeres;2019;129
29052 Faraján;Mujeres;2018;121
29052 Faraján;Mujeres;2017;125
29052 Faraján;Mujeres;2016;134
29052 Faraján;Mujeres;2015;135
29052 Faraján;Mujeres;2014;130
29052 Faraján;Mujeres;2013;126
29052 Faraján;Mujeres;2012;151
29052 Faraján;Mujeres;2011;158
29052 Faraján;Mujeres;2010;135
29052 Faraján;Mujeres;2009;151
29052 Faraján;Mujeres;2008;159
29052 Faraján;Mujeres;2007;163
29052 Faraján;Mujeres;2006;152
29052 Faraján;Mujeres;2005;137
29052 Faraján;Mujeres;2004;136
29052 Faraján;Mujeres;2003;141
29052 Faraján;Mujeres;2002;156
29052 Faraján;Mujeres;2001;160
29052 Faraján;Mujeres;2000;157
29052 Faraján;Mujeres;1999;133
29052 Faraján;Mujeres;1998;147
29052 Faraján;Mujeres;1997;""
29052 Faraján;Mujeres;1996;151
29053 Frigiliana;Total;2022;3.282
29053 Frigiliana;Total;2021;3.198
29053 Frigiliana;Total;2020;3.062
29053 Frigiliana;Total;2019;3.009
29053 Frigiliana;Total;2018;3.086
29053 Frigiliana;Total;2017;3.066
29053 Frigiliana;Total;2016;3.039
29053 Frigiliana;Total;2015;3.065
29053 Frigiliana;Total;2014;3.093
29053 Frigiliana;Total;2013;3.395
29053 Frigiliana;Total;2012;3.360
29053 Frigiliana;Total;2011;3.273
29053 Frigiliana;Total;2010;3.171
29053 Frigiliana;Total;2009;3.071
29053 Frigiliana;Total;2008;2.978
29053 Frigiliana;Total;2007;2.834
29053 Frigiliana;Total;2006;2.691
29053 Frigiliana;Total;2005;2.576
29053 Frigiliana;Total;2004;2.451
29053 Frigiliana;Total;2003;2.328
29053 Frigiliana;Total;2002;2.237
29053 Frigiliana;Total;2001;2.182
29053 Frigiliana;Total;2000;2.169
29053 Frigiliana;Total;1999;2.157
29053 Frigiliana;Total;1998;2.155
29053 Frigiliana;Total;1997;""
29053 Frigiliana;Total;1996;2.149
29053 Frigiliana;Hombres;2022;1.625
29053 Frigiliana;Hombres;2021;1.584
29053 Frigiliana;Hombres;2020;1.520
29053 Frigiliana;Hombres;2019;1.503
29053 Frigiliana;Hombres;2018;1.558
29053 Frigiliana;Hombres;2017;1.543
29053 Frigiliana;Hombres;2016;1.530
29053 Frigiliana;Hombres;2015;1.557
29053 Frigiliana;Hombres;2014;1.547
29053 Frigiliana;Hombres;2013;1.690
29053 Frigiliana;Hombres;2012;1.672
29053 Frigiliana;Hombres;2011;1.623
29053 Frigiliana;Hombres;2010;1.568
29053 Frigiliana;Hombres;2009;1.520
29053 Frigiliana;Hombres;2008;1.470
29053 Frigiliana;Hombres;2007;1.405
29053 Frigiliana;Hombres;2006;1.338
29053 Frigiliana;Hombres;2005;1.280
29053 Frigiliana;Hombres;2004;1.214
29053 Frigiliana;Hombres;2003;1.143
29053 Frigiliana;Hombres;2002;1.097
29053 Frigiliana;Hombres;2001;1.078
29053 Frigiliana;Hombres;2000;1.067
29053 Frigiliana;Hombres;1999;1.062
29053 Frigiliana;Hombres;1998;1.055
29053 Frigiliana;Hombres;1997;""
29053 Frigiliana;Hombres;1996;1.054
29053 Frigiliana;Mujeres;2022;1.657
29053 Frigiliana;Mujeres;2021;1.614
29053 Frigiliana;Mujeres;2020;1.542
29053 Frigiliana;Mujeres;2019;1.506
29053 Frigiliana;Mujeres;2018;1.528
29053 Frigiliana;Mujeres;2017;1.523
29053 Frigiliana;Mujeres;2016;1.509
29053 Frigiliana;Mujeres;2015;1.508
29053 Frigiliana;Mujeres;2014;1.546
29053 Frigiliana;Mujeres;2013;1.705
29053 Frigiliana;Mujeres;2012;1.688
29053 Frigiliana;Mujeres;2011;1.650
29053 Frigiliana;Mujeres;2010;1.603
29053 Frigiliana;Mujeres;2009;1.551
29053 Frigiliana;Mujeres;2008;1.508
29053 Frigiliana;Mujeres;2007;1.429
29053 Frigiliana;Mujeres;2006;1.353
29053 Frigiliana;Mujeres;2005;1.296
29053 Frigiliana;Mujeres;2004;1.237
29053 Frigiliana;Mujeres;2003;1.185
29053 Frigiliana;Mujeres;2002;1.140
29053 Frigiliana;Mujeres;2001;1.104
29053 Frigiliana;Mujeres;2000;1.102
29053 Frigiliana;Mujeres;1999;1.095
29053 Frigiliana;Mujeres;1998;1.100
29053 Frigiliana;Mujeres;1997;""
29053 Frigiliana;Mujeres;1996;1.095
29054 Fuengirola;Total;2022;83.226
29054 Fuengirola;Total;2021;82.585
29054 Fuengirola;Total;2020;82.837
29054 Fuengirola;Total;2019;80.309
29054 Fuengirola;Total;2018;75.396
29054 Fuengirola;Total;2017;74.929
29054 Fuengirola;Total;2016;77.486
29054 Fuengirola;Total;2015;77.525
29054 Fuengirola;Total;2014;75.856
29054 Fuengirola;Total;2013;77.397
29054 Fuengirola;Total;2012;75.953
29054 Fuengirola;Total;2011;74.054
29054 Fuengirola;Total;2010;71.783
29054 Fuengirola;Total;2009;71.482
29054 Fuengirola;Total;2008;68.646
29054 Fuengirola;Total;2007;65.421
29054 Fuengirola;Total;2006;63.899
29054 Fuengirola;Total;2005;62.915
29054 Fuengirola;Total;2004;58.957
29054 Fuengirola;Total;2003;57.133
29054 Fuengirola;Total;2002;53.270
29054 Fuengirola;Total;2001;50.263
29054 Fuengirola;Total;2000;47.914
29054 Fuengirola;Total;1999;46.392
29054 Fuengirola;Total;1998;44.924
29054 Fuengirola;Total;1997;""
29054 Fuengirola;Total;1996;41.713
29054 Fuengirola;Hombres;2022;40.454
29054 Fuengirola;Hombres;2021;40.285
29054 Fuengirola;Hombres;2020;40.441
29054 Fuengirola;Hombres;2019;39.217
29054 Fuengirola;Hombres;2018;36.690
29054 Fuengirola;Hombres;2017;36.642
29054 Fuengirola;Hombres;2016;38.004
29054 Fuengirola;Hombres;2015;37.983
29054 Fuengirola;Hombres;2014;37.161
29054 Fuengirola;Hombres;2013;37.951
29054 Fuengirola;Hombres;2012;37.390
29054 Fuengirola;Hombres;2011;36.526
29054 Fuengirola;Hombres;2010;35.455
29054 Fuengirola;Hombres;2009;35.339
29054 Fuengirola;Hombres;2008;34.072
29054 Fuengirola;Hombres;2007;32.569
29054 Fuengirola;Hombres;2006;31.774
29054 Fuengirola;Hombres;2005;31.154
29054 Fuengirola;Hombres;2004;29.106
29054 Fuengirola;Hombres;2003;28.229
29054 Fuengirola;Hombres;2002;26.271
29054 Fuengirola;Hombres;2001;24.710
29054 Fuengirola;Hombres;2000;23.444
29054 Fuengirola;Hombres;1999;22.762
29054 Fuengirola;Hombres;1998;22.056
29054 Fuengirola;Hombres;1997;""
29054 Fuengirola;Hombres;1996;20.196
29054 Fuengirola;Mujeres;2022;42.772
29054 Fuengirola;Mujeres;2021;42.300
29054 Fuengirola;Mujeres;2020;42.396
29054 Fuengirola;Mujeres;2019;41.092
29054 Fuengirola;Mujeres;2018;38.706
29054 Fuengirola;Mujeres;2017;38.287
29054 Fuengirola;Mujeres;2016;39.482
29054 Fuengirola;Mujeres;2015;39.542
29054 Fuengirola;Mujeres;2014;38.695
29054 Fuengirola;Mujeres;2013;39.446
29054 Fuengirola;Mujeres;2012;38.563
29054 Fuengirola;Mujeres;2011;37.528
